timestamp,pid,working_set,private_bytes,handle_count,thread_count,cpu_ms,egress_443,otlp_4317_engine,otlp_4317_gateway
2026-09-25T00:40:20.5493815-07:00,46308,178180096,136753152,186,39,18656.25,0,2,
2026-09-25T00:40:26.0762574-07:00,46308,251265024,172441600,204,52,34828.125,0,3,2
2026-09-25T00:40:31.5504841-07:00,46308,243060736,165531648,204,52,53812.5,0,3,3
