timestamp,pid,working_set,private_bytes,handle_count,thread_count,cpu_ms,egress_443,otlp_4317_engine,otlp_4317_gateway
2026-09-25T13:50:49.3052488-07:00,17616,185360384,144183296,179,34,19859.375,0,3,
2026-09-25T13:50:55.0253061-07:00,17616,243027968,162611200,204,51,34953.125,0,3,2
2026-09-25T13:51:00.8320915-07:00,17616,244015104,163774464,204,51,43609.375,0,3,3
2026-09-25T13:51:06.5357218-07:00,17616,243580928,163016704,204,51,50953.125,0,3,3
2026-09-25T13:51:12.2365832-07:00,17616,252219392,172253184,203,48,64875,0,3,3
2026-09-25T13:51:17.9492779-07:00,17616,247427072,166977536,204,48,71187.5,0,3,3
2026-09-25T13:51:23.6024583-07:00,17616,248365056,168435712,204,48,80656.25,0,3,3
2026-09-25T13:51:29.5964557-07:00,17616,284295168,224079872,218,48,92359.375,0,3,3
2026-09-25T13:51:35.3464720-07:00,17616,248852480,169238528,204,48,101046.875,0,3,3
2026-09-25T13:51:41.0138787-07:00,17616,248107008,168525824,204,48,110015.625,0,3,3
2026-09-25T13:51:46.6607647-07:00,17616,247607296,167575552,204,48,117015.625,0,3,3
2026-09-25T13:51:52.3267958-07:00,17616,249729024,170676224,204,48,131343.75,0,3,3
2026-09-25T13:51:57.9993609-07:00,17616,248512512,168644608,203,48,140687.5,0,3,3
2026-09-25T13:52:03.6670797-07:00,17616,251400192,171687936,204,48,147640.625,0,3,3
2026-09-25T13:52:09.4160913-07:00,17616,249622528,169644032,204,48,160031.25,0,3,3
2026-09-25T13:52:15.0311139-07:00,17616,249729024,169746432,204,48,166437.5,0,3,3
2026-09-25T13:52:20.6653972-07:00,17616,256360448,177201152,204,48,176296.875,0,3,3
2026-09-25T13:52:26.3099755-07:00,17616,249946112,170909696,203,48,189921.875,0,3,3
2026-09-25T13:52:31.9491867-07:00,17616,251535360,172544000,204,48,196218.75,0,3,3
2026-09-25T13:52:37.5989900-07:00,17616,249708544,169725952,204,48,205031.25,0,3,3
2026-09-25T13:52:43.3489143-07:00,17616,249405440,170041344,203,48,215515.625,0,3,3
2026-09-25T13:52:49.0038167-07:00,17616,257220608,180011008,204,48,224953.125,0,3,3
2026-09-25T13:52:54.6154759-07:00,17616,251813888,172290048,204,48,234343.75,0,3,3
2026-09-25T13:53:00.2228861-07:00,17616,251977728,172466176,204,48,240265.625,0,3,3
2026-09-25T13:53:05.8160305-07:00,17616,259055616,182071296,204,48,254203.125,0,3,3
2026-09-25T13:53:11.4718285-07:00,17616,259092480,182099968,204,48,262453.125,0,3,3
2026-09-25T13:53:17.1865953-07:00,17616,258969600,180649984,204,48,269984.375,0,3,3
2026-09-25T13:53:22.7959650-07:00,17616,258330624,179953664,204,48,283781.25,0,3,3
2026-09-25T13:53:28.3712223-07:00,17616,257830912,179027968,204,48,289843.75,0,3,3
2026-09-25T13:53:33.9648225-07:00,17616,259796992,181039104,204,48,299218.75,0,3,3
2026-09-25T13:53:39.7730023-07:00,17616,260673536,183451648,216,48,311437.5,0,3,3
2026-09-25T13:53:45.3269109-07:00,17616,255860736,176807936,204,48,319000,0,3,3
2026-09-25T13:53:51.0151031-07:00,17616,253755392,174538752,204,48,327890.625,0,3,3
2026-09-25T13:53:56.6794710-07:00,17616,253231104,173584384,204,48,334484.375,0,3,3
2026-09-25T13:54:02.5046223-07:00,17616,258109440,179896320,204,48,348453.125,0,3,3
2026-09-25T13:54:08.4032444-07:00,17616,277671936,203395072,218,48,357250,0,3,3
2026-09-25T13:54:14.2710090-07:00,17616,260227072,182734848,204,48,364250,0,3,3
2026-09-25T13:54:20.4307720-07:00,17616,257454080,178802688,204,48,377343.75,0,3,3
2026-09-25T13:54:26.5208893-07:00,17616,257482752,178892800,204,48,386531.25,0,3,3
2026-09-25T13:54:32.8348142-07:00,17616,253919232,174231552,204,48,394140.625,0,3,3
2026-09-25T13:54:39.1857566-07:00,17616,259776512,181243904,204,48,408250,0,3,3
2026-09-25T13:54:45.6051454-07:00,17616,259870720,181358592,204,48,418750,0,3,3
2026-09-25T13:54:52.1908586-07:00,17616,257613824,178573312,204,48,426156.25,0,3,3
2026-09-25T13:54:58.6729514-07:00,17616,259043328,181899264,204,48,441187.5,0,3,3
2026-09-25T13:55:05.2064688-07:00,17616,257658880,181592064,203,48,451171.875,0,3,3
2026-09-25T13:55:11.8659765-07:00,17616,259510272,183607296,204,48,459562.5,0,3,3
2026-09-25T13:55:18.5788535-07:00,17616,253296640,173105152,204,48,472796.875,0,3,3
2026-09-25T13:55:25.3423562-07:00,17616,261423104,184557568,204,48,483515.625,0,3,3
2026-09-25T13:55:32.3288344-07:00,17616,262139904,185716736,204,48,497921.875,0,3,3
2026-09-25T13:55:39.2451848-07:00,17616,253550592,173371392,204,48,505890.625,0,3,3
2026-09-25T13:55:46.1174784-07:00,17616,253808640,174120960,204,50,516859.375,0,3,3
2026-09-25T13:55:53.1793066-07:00,17616,260407296,181915648,203,50,531703.125,0,3,3
2026-09-25T13:56:00.3714935-07:00,17616,261439488,183255040,204,50,541484.375,0,3,3
2026-09-25T13:56:07.2560807-07:00,17616,260517888,182247424,204,50,550046.875,0,3,3
2026-09-25T13:56:14.2134074-07:00,17616,259497984,180072448,204,50,564968.75,0,3,3
2026-09-25T13:56:21.2574343-07:00,17616,261574656,183332864,203,50,575687.5,0,3,3
2026-09-25T13:56:28.2910929-07:00,17616,262295552,183861248,204,50,586562.5,0,3,3
2026-09-25T13:56:35.0420865-07:00,17616,256061440,177098752,204,50,598000,0,3,3
2026-09-25T13:56:41.9081184-07:00,17616,256987136,177942528,204,50,608890.625,0,3,3
2026-09-25T13:56:48.9250134-07:00,17616,297291776,232427520,219,50,623531.25,0,3,3
2026-09-25T13:56:55.5564812-07:00,17616,261394432,181886976,204,50,630859.375,0,3,3
2026-09-25T13:57:02.3006363-07:00,17616,260665344,182034432,204,50,641312.5,0,3,3
2026-09-25T13:57:09.1482082-07:00,17616,261873664,184188928,203,50,656468.75,0,3,3
2026-09-25T13:57:15.9251923-07:00,17616,262643712,184778752,204,50,665562.5,0,3,3
2026-09-25T13:57:22.8313125-07:00,17616,261943296,184360960,204,48,673734.375,0,3,3
2026-09-25T13:57:29.6251396-07:00,17616,264269824,187899904,204,48,688734.375,0,3,3
2026-09-25T13:57:36.4250004-07:00,17616,264216576,188047360,203,48,699453.125,0,3,3
2026-09-25T13:57:43.2601491-07:00,17616,264654848,188088320,204,48,707453.125,0,3,3
2026-09-25T13:57:50.0912163-07:00,17616,256552960,176459776,204,48,721421.875,0,3,3
2026-09-25T13:57:56.8626361-07:00,17616,256708608,177954816,204,48,732234.375,0,3,3
2026-09-25T13:58:03.8467633-07:00,17616,256770048,178012160,204,48,746609.375,0,3,3
2026-09-25T13:58:10.7997311-07:00,17616,264376320,187060224,204,48,755296.875,0,3,3
2026-09-25T13:58:17.6532174-07:00,17616,256925696,177958912,204,48,765875,0,3,3
2026-09-25T13:58:24.7307971-07:00,17616,256151552,176295936,203,48,781140.625,0,3,3
2026-09-25T13:58:31.6200633-07:00,17616,256925696,177098752,204,48,790812.5,0,3,3
2026-09-25T13:58:38.3858913-07:00,17616,263385088,184856576,204,48,799328.125,0,3,3
2026-09-25T13:58:45.1583661-07:00,17616,263049216,185421824,204,48,814390.625,0,3,3
2026-09-25T13:58:52.0029777-07:00,17616,261980160,183431168,203,48,824968.75,0,3,3
2026-09-25T13:58:58.7547518-07:00,17616,262135808,182775808,204,48,832750,0,3,3
2026-09-25T13:59:05.5092651-07:00,17616,262758400,183861248,204,48,847937.5,0,3,3
2026-09-25T13:59:12.2168435-07:00,17616,263708672,186888192,204,48,858671.875,0,3,3
2026-09-25T13:59:19.2724382-07:00,17616,263835648,186982400,204,48,873218.75,0,3,3
2026-09-25T13:59:25.9694411-07:00,17616,263032832,184188928,204,48,881531.25,0,3,3
2026-09-25T13:59:32.9633888-07:00,17616,262512640,184762368,204,48,892140.625,0,3,3
2026-09-25T13:59:40.0383719-07:00,17616,263540736,185618432,218,48,906937.5,0,3,3
2026-09-25T13:59:46.9145785-07:00,17616,256819200,177348608,204,48,915390.625,0,3,3
2026-09-25T13:59:54.7554523-07:00,17616,262934528,184950784,204,48,926468.75,0,3,3
2026-09-25T14:00:02.7154066-07:00,17616,275582976,197689344,203,48,941750,0,3,3
2026-09-25T14:00:10.1798369-07:00,17616,261074944,182906880,203,48,952453.125,0,3,3
2026-09-25T14:00:17.3878312-07:00,17616,262725632,184958976,204,48,965625,0,3,3
2026-09-25T14:00:24.3914570-07:00,17616,258535424,179384320,204,48,975484.375,0,3,3
2026-09-25T14:00:31.5525447-07:00,17616,257576960,178475008,204,48,986859.375,0,3,3
2026-09-25T14:00:38.6334294-07:00,17616,262172672,184655872,203,48,1001890.625,0,3,3
2026-09-25T14:00:45.7417968-07:00,17616,263680000,186671104,204,49,1011765.625,0,3,3
2026-09-25T14:00:52.8348837-07:00,17616,262709248,184057856,204,49,1020890.625,0,3,3
2026-09-25T14:00:59.9327471-07:00,17616,264421376,187383808,204,49,1036234.375,0,3,3
2026-09-25T14:01:06.9141296-07:00,17616,262742016,185565184,203,49,1046046.875,0,3,3
2026-09-25T14:01:14.0585381-07:00,17616,262950912,185397248,204,49,1058125,0,3,3
2026-09-25T14:01:21.1352960-07:00,17616,265551872,188907520,204,49,1068562.5,0,3,3
2026-09-25T14:01:28.1804570-07:00,17616,265039872,188825600,204,49,1079390.625,0,3,3
2026-09-25T14:01:35.4100283-07:00,17616,264691712,186503168,219,49,1094203.125,0,3,3
2026-09-25T14:01:42.4403928-07:00,17616,263688192,186925056,204,49,1101859.375,0,3,3
2026-09-25T14:01:49.3845189-07:00,17616,263360512,185573376,204,49,1112093.75,0,3,3
2026-09-25T14:01:56.0961335-07:00,17616,266821632,186945536,203,48,1127015.625,0,3,3
2026-09-25T14:02:02.9026917-07:00,17616,258412544,178421760,204,48,1136343.75,0,3,3
2026-09-25T14:02:09.8340601-07:00,17616,266526720,191537152,204,48,1144187.5,0,3,3
2026-09-25T14:02:16.7054132-07:00,17616,264380416,186445824,204,48,1159265.625,0,3,3
2026-09-25T14:02:23.5108141-07:00,17616,265035776,187002880,203,48,1169406.25,0,3,3
2026-09-25T14:02:31.2719903-07:00,17616,264916992,186343424,204,48,1179265.625,0,3,3
2026-09-25T14:02:38.6564717-07:00,17616,264171520,185405440,204,48,1189953.125,0,3,3
2026-09-25T14:02:45.5445276-07:00,17616,264613888,186511360,204,48,1200656.25,0,3,3
2026-09-25T14:02:52.6962463-07:00,17616,309813248,244903936,218,48,1215890.625,0,3,3
2026-09-25T14:02:59.6299870-07:00,17616,263622656,184725504,204,48,1223687.5,0,3,3
2026-09-25T14:03:06.5167263-07:00,17616,263438336,184934400,204,48,1234312.5,0,3,3
2026-09-25T14:03:13.3519075-07:00,17616,278237184,201064448,203,48,1249109.375,0,3,3
2026-09-25T14:03:20.3890311-07:00,17616,264990720,187731968,204,48,1259109.375,0,3,3
2026-09-25T14:03:27.1222936-07:00,17616,265203712,186839040,204,48,1267328.125,0,3,3
2026-09-25T14:03:33.9066274-07:00,17616,264536064,186662912,204,48,1281812.5,0,3,3
2026-09-25T14:03:41.5917017-07:00,17616,264724480,188133376,203,48,1293015.625,0,3,3
2026-09-25T14:03:48.8006105-07:00,17616,265809920,188481536,204,48,1304015.625,0,3,3
2026-09-25T14:03:55.7650527-07:00,17616,263028736,186609664,204,48,1315937.5,0,3,3
2026-09-25T14:04:02.8244129-07:00,17616,264617984,187338752,204,48,1327343.75,0,3,3
2026-09-25T14:04:10.4686216-07:00,17616,304828416,240672768,219,48,1343000,0,3,3
2026-09-25T14:04:17.5163758-07:00,17616,266383360,190046208,204,48,1351343.75,0,3,3
2026-09-25T14:04:24.8418914-07:00,17616,265404416,187523072,204,48,1362140.625,0,3,3
2026-09-25T14:04:31.9884414-07:00,17616,279531520,201519104,203,48,1377656.25,0,3,3
2026-09-25T14:04:39.0514013-07:00,17616,266838016,189210624,204,48,1389093.75,0,3,3
2026-09-25T14:04:45.9459908-07:00,17616,264912896,185606144,204,48,1396937.5,0,3,3
2026-09-25T14:04:52.8773885-07:00,17616,267644928,192442368,204,48,1411937.5,0,3,3
2026-09-25T14:05:00.7274571-07:00,17616,264986624,189042688,203,48,1422265.625,0,3,3
2026-09-25T14:05:08.5108359-07:00,17616,265547776,189321216,204,48,1436359.375,0,3,3
2026-09-25T14:05:15.6070023-07:00,17616,263503872,185339904,204,48,1444625,0,3,3
2026-09-25T14:05:22.8617561-07:00,17616,264843264,187101184,204,48,1455781.25,0,3,3
2026-09-25T14:05:30.2033136-07:00,17616,263135232,184840192,203,48,1472140.625,0,3,3
2026-09-25T14:05:37.5293059-07:00,17616,264114176,186167296,204,48,1483281.25,0,3,3
2026-09-25T14:05:44.5644838-07:00,17616,262414336,184451072,204,48,1491343.75,0,3,3
2026-09-25T14:05:52.1476071-07:00,17616,260702208,183558144,204,48,1506375,0,3,3
2026-09-25T14:05:59.1940632-07:00,17616,258736128,179011584,204,48,1517093.75,0,3,3
2026-09-25T14:06:06.6901515-07:00,17616,259457024,180170752,204,48,1532437.5,0,3,3
2026-09-25T14:06:13.6441001-07:00,17616,258965504,180260864,204,48,1540984.375,0,3,3
2026-09-25T14:06:21.0462837-07:00,17616,266252288,189210624,204,48,1551890.625,0,3,3
2026-09-25T14:06:28.0503576-07:00,17616,279740416,202670080,203,48,1567203.125,0,3,3
2026-09-25T14:06:35.0697153-07:00,17616,267153408,189288448,204,48,1578156.25,0,3,3
2026-09-25T14:06:42.0930034-07:00,17616,265334784,187625472,204,48,1585859.375,0,3,3
2026-09-25T14:06:49.1437953-07:00,17616,264065024,185348096,204,48,1600984.375,0,3,3
2026-09-25T14:06:56.0206876-07:00,17616,264343552,187322368,204,48,1611578.125,0,3,3
2026-09-25T14:07:03.0884990-07:00,17616,264499200,187428864,203,48,1626078.125,0,3,3
2026-09-25T14:07:09.9913173-07:00,17616,258813952,180039680,204,48,1633968.75,0,3,3
2026-09-25T14:07:16.6496999-07:00,17616,259633152,180011008,204,48,1644078.125,0,3,3
2026-09-25T14:07:23.4597704-07:00,17616,263688192,186351616,203,48,1659531.25,0,3,3
2026-09-25T14:07:30.5806061-07:00,17616,265052160,187666432,204,48,1669281.25,0,3,3
2026-09-25T14:07:37.2637424-07:00,17616,265867264,188329984,204,48,1677968.75,0,3,3
2026-09-25T14:07:44.0418431-07:00,17616,265633792,187514880,204,48,1693046.875,0,3,3
2026-09-25T14:07:51.1066252-07:00,17616,265760768,187629568,204,48,1704015.625,0,3,3
2026-09-25T14:07:57.8837963-07:00,17616,259227648,179990528,204,48,1712187.5,0,3,3
2026-09-25T14:08:04.6348359-07:00,17616,266043392,188313600,204,48,1726671.875,0,3,3
2026-09-25T14:08:11.4856877-07:00,17616,270000128,193921024,203,48,1737125,0,3,3
2026-09-25T14:08:18.4740659-07:00,17616,266268672,189747200,204,48,1749390.625,0,3,3
2026-09-25T14:08:25.1770107-07:00,17616,259227648,180023296,204,48,1758203.125,0,3,3
2026-09-25T14:08:31.8989866-07:00,17616,266387456,187609088,204,48,1768062.5,0,3,3
2026-09-25T14:08:38.7071950-07:00,17616,287666176,214859776,210,48,1783234.375,0,3,3
2026-09-25T14:08:45.3784350-07:00,17616,266661888,188735488,204,48,1790671.875,0,3,3
2026-09-25T14:08:52.1961240-07:00,17616,266854400,190275584,204,48,1801156.25,0,3,3
2026-09-25T14:08:58.9400020-07:00,17616,280240128,203390976,203,48,1815906.25,0,3,3
2026-09-25T14:09:05.6967135-07:00,17616,266870784,190009344,204,48,1825812.5,0,3,3
2026-09-25T14:09:12.3391517-07:00,17616,265859072,187674624,204,48,1833421.875,0,3,3
2026-09-25T14:09:19.0841011-07:00,17616,264912896,187133952,204,48,1848062.5,0,3,3
2026-09-25T14:09:25.7243332-07:00,17616,264327168,187453440,203,48,1858171.875,0,3,3
2026-09-25T14:09:32.4174848-07:00,17616,265269248,188735488,204,48,1866187.5,0,3,3
2026-09-25T14:09:39.1734781-07:00,17616,267501568,191111168,204,48,1881046.875,0,3,3
2026-09-25T14:09:45.8225223-07:00,17616,265650176,188145664,204,48,1892000,0,3,3
2026-09-25T14:09:52.8922968-07:00,17616,266383360,189313024,204,48,1906515.625,0,3,3
2026-09-25T14:09:59.6063826-07:00,17616,266350592,189861888,204,48,1914625,0,3,3
2026-09-25T14:10:06.3018454-07:00,17616,265392128,187977728,204,48,1925328.125,0,3,3
2026-09-25T14:10:12.9744691-07:00,17616,266739712,189472768,203,48,1939843.75,0,3,3
2026-09-25T14:10:19.5819656-07:00,17616,266051584,187981824,204,48,1947093.75,0,3,3
2026-09-25T14:10:26.1543083-07:00,17616,267034624,188665856,204,48,1957812.5,0,3,3
2026-09-25T14:10:32.8086029-07:00,17616,264945664,186990592,203,48,1972718.75,0,3,3
2026-09-25T14:10:39.5191687-07:00,17616,266457088,188997632,204,48,1981843.75,0,3,3
2026-09-25T14:10:46.1639016-07:00,17616,266158080,189153280,204,48,1990156.25,0,3,3
2026-09-25T14:10:52.8354902-07:00,17616,266616832,191639552,204,48,2005437.5,0,3,3
2026-09-25T14:10:59.6444032-07:00,17616,293965824,227344384,219,48,2015890.625,0,3,3
2026-09-25T14:11:06.2492552-07:00,17616,268439552,193396736,204,48,2022765.625,0,3,3
2026-09-25T14:11:12.9375524-07:00,17616,265715712,187756544,204,48,2037625,0,3,3
2026-09-25T14:11:19.5428040-07:00,17616,278675456,201142272,203,48,2048296.875,0,3,3
2026-09-25T14:11:26.3772047-07:00,17616,265338880,187744256,204,48,2060656.25,0,3,3
2026-09-25T14:11:33.0490526-07:00,17616,268099584,191959040,204,48,2070312.5,0,3,3
2026-09-25T14:11:39.6704972-07:00,17616,259411968,179654656,204,48,2080406.25,0,3,3
2026-09-25T14:11:46.3180552-07:00,17616,258633728,179236864,203,48,2093703.125,0,3,3
2026-09-25T14:11:52.9842905-07:00,17616,259104768,179679232,204,48,2101359.375,0,3,3
2026-09-25T14:11:59.6517447-07:00,17616,259850240,179961856,204,48,2111625,0,3,3
2026-09-25T14:12:06.2682635-07:00,17616,265543680,188010496,204,48,2125875,0,3,3
2026-09-25T14:12:13.0407007-07:00,17616,265687040,188071936,204,48,2136531.25,0,3,3
2026-09-25T14:12:19.7105540-07:00,17616,266362880,187797504,204,48,2144234.375,0,3,3
2026-09-25T14:12:26.3637610-07:00,17616,252936192,181981184,204,48,2159281.25,0,3,3
2026-09-25T14:12:33.1507434-07:00,17616,251572224,179830784,203,48,2170156.25,0,3,3
2026-09-25T14:12:39.9249158-07:00,17616,251543552,179355648,204,48,2178015.625,0,3,3
2026-09-25T14:12:46.5593501-07:00,17616,254623744,183689216,204,48,2192609.375,0,3,3
2026-09-25T14:12:53.3348580-07:00,17616,252620800,180506624,204,48,2202250,0,3,3
2026-09-25T14:13:00.6020715-07:00,17616,252170240,179621888,204,48,2216375,0,3,3
2026-09-25T14:13:07.2715921-07:00,17616,251039744,178094080,204,48,2225140.625,0,3,3
2026-09-25T14:13:13.9245192-07:00,17616,259493888,190439424,204,48,2235562.5,0,3,3
2026-09-25T14:13:20.9439372-07:00,17616,278589440,212459520,218,48,2250437.5,0,3,3
2026-09-25T14:13:27.6097021-07:00,17616,253485056,182898688,204,48,2257875,0,3,3
2026-09-25T14:13:34.3215951-07:00,17616,259186688,189460480,204,48,2268031.25,0,3,3
2026-09-25T14:13:41.7358976-07:00,17616,262189056,195940352,203,48,2283296.875,0,3,3
2026-09-25T14:13:48.6016814-07:00,17616,258068480,189616128,204,48,2293640.625,0,3,3
2026-09-25T14:13:55.2364740-07:00,17616,252051456,180178944,204,48,2301250,0,3,3
2026-09-25T14:14:01.9170045-07:00,17616,256950272,185946112,204,48,2316671.875,0,3,3
2026-09-25T14:14:08.5746536-07:00,17616,257003520,186466304,203,48,2327281.25,0,3,3
2026-09-25T14:14:15.3321544-07:00,17616,257576960,186773504,204,48,2337843.75,0,3,3
2026-09-25T14:14:22.2185037-07:00,17616,259346432,188858368,204,48,2349515.625,0,3,3
2026-09-25T14:14:28.9099353-07:00,17616,260591616,190205952,204,48,2360187.5,0,3,3
